MUKEY,Porosity_WtAvg
661627,0.465502224909
661628,0.462001056399
661629,0.458427970005
661630,0.458657137073
661631,0.416988723404
661632,0.473938915011
661633,0.463440802721
661634,0.464678768696
661635,0.472213922625
661636,0.33585652267
661637,0.465542962607
661638,0.44288144086
661639,0.471388555838
661640,0.473430065501
661641,0.475584340151
661642,0.476406966245
661643,0.46406873716
661644,0.474382925155
661645,0.469317431698
661646,0.472667905299
661647,0.468791083488
661648,0.417360621196
661649,0.461046655204
661650,0.473348964129
661651,0.463658432864
661652,0.435112281208
661653,0.493070440137
661654,0.441250669456
661655,0.4653
661656,0.47173264319
661657,0.466490543487
661658,0.332111893508
661659,0.445644078498
661660,0.46387456338
661661,0.450200490798
661662,0.453728766753
661663,0.421688076923
661664,0.465258060972
661665,0.470143671412
661666,0.378012330685
661667,0.472102368829
661668,0.480893476302
661669,0.47535708197
661670,0.465465829181
661671,0.482058038188
661672,0.473705387784
661673,0.46567623691
661674,0.473751009862
661675,0.468377291697
661676,0.476409199237
661677,0.473320298509
661678,0.468876904626
661679,0.463094285714
661680,0.340614144754
661681,0.471131979778
661682,0.478478471593
661683,0.477744301628
661684,0.493283119578
661685,0.464437219251
661686,0.468079493671
661687,0.464255652174
661688,0.471059636886
661689,0.465696058394
661690,0.466393475852
661691,0.472338303664
661692,0.461004402496
661693,0.466360429226
661694,0.394913469951
661695,0.394057585488
661696,0.464798948605
661697,0.426329576872
661698,0.471470488177
661699,0.467206767936
661700,0.469465320064
661701,0.396309712004
661702,0.48006110298
661703,0.262870298078
661704,0.475575297996
661705,0.465104986758
661706,0.478396684998
661707,0.462876778401
661708,0.470648218159
661709,0.475911080245
661710,0.435206638876
661711,0.46761972739
661712,0.46877104569
661713,0.368362
661714,0.427838571429
661715,0.324494570529
661716,0.416920863787
661717,0.404775108736
661718,0.0568531720742
661719,0.411582324198
661720,0.339711382316
661721,0.371054110325
661722,0.453309859045
661723,0.470161453916
661724,0.463761181429
661725,0.471040727962
661726,0.453258063139
661727,0.470692261006
661728,0.442307982912
661729,0.450310720468
661730,0.467487795222
661731,0.460955273153
661732,0.2985
661733,0.318027306316
661734,0.371508852459
661735,0.471758492109
661736,0.450473040202
661737,0.466717187079
661738,0.422888507319
661739,0.465106634424
661740,0.45526
661741,0.380198483774
661742,0.312831045564
661743,0.425687406502
661744,0.28011
661745,0.37211
661746,0.21179
661747,0.471705101382
661748,0.48398210604
661749,0.471628655924
661750,0.467071850967
661751,0.465766778074
661752,0.472881155373
661753,0.467369924202
661754,0.415985124616
661755,0.47067816482
661756,0.33398941635
661757,0.431064483873
661758,0.281842211055
661759,0.4619357667
661760,0.450538547441
661761,0.0464373109244
661762,0.466104998825
661763,0.434960632018
661764,0.296262038635
661765,0.446059960061
661766,0.386146870322
661767,0.319804525007
661768,0.46543716119
661769,0.443035683089
661770,0.417080758297
661771,0.485507396172
661772,0.476332057308
661773,0.459843936091
661774,0.401255573294
661775,0.411169793871
661776,0.425068658891
661777,0.458500703206
661778,0.326375498772
661779,0.471116104867
661780,0.468374791295
661781,0.467942864427
661782,0.334651872652
661783,0.466607121564
661784,0.460972380464
661785,0.464895454323
661786,0.470586578723
661787,0.418103648087
661788,0.427472277826
661789,0.474550501859
661790,0.481743766593
661791,0.479610945798
661792,0.461494824569
661793,0.462867618438
661794,0.477762450029
661795,0.474963700233
661796,0.477507012325
661797,0.48182728287
661798,0.450509665639
661799,0.419346616682
661800,0.472426178341
661801,0.452516058803
661802,0.4671179048
661803,0.462027927175
661804,0.455161186581
661805,0.431032787561
661806,0.47113140771
661807,0.455798022471
661808,0.379357451474
661809,0.465690116876
661810,0.270955404391
661811,0.25905460251
661812,0.453954686709
661813,0.473224858377
661814,0.470510850356
661815,0.480342382646
661816,0.449222651605
661817,0.427636513448
661818,0.464541459958
661819,0.47709347124
661820,0.429942341638
661821,0.464402558547
661822,0.474725557115
661823,0.471268626039
661824,0.453515408524
661825,0.446627571098
661826,0.446122588212
661827,0.385860624306
661828,0.466007201331
661829,0.462312310873
661830,0.494507669782
661831,0.473133024058
661832,0.388978091065
661833,0.440250199223
661834,0.400883158029
661835,0.413293307588
661836,0.447693098184
661837,0.358172876704
661838,0.338783642043
661839,0.46895738759
661840,0.32663494967
661841,0.363642177907
661842,0.269206346766
661843,0.482007575079
661844,0.184859856645
661845,0.469935195589
661846,0.362774755657
661847,0.451869709676
661848,0.470157161156
661849,0.454334224907
661850,0.465865496331
661851,0.436555409513
661852,0.482566168493
661853,0.439490857959
661854,0.478419742065
661855,0.40572243895
661856,0.427871605747
661857,0.405634920576
661858,0.441052971994
661859,0.460995827891
661860,0.455504074533
661861,0.391394192082
661862,0.470947433757
661863,0.471088375446
661864,0.429327881985
661865,0.418436358776
661866,0.462972606927
661867,0.461276138684
661868,0.444715960164
661869,0.45261189014
661870,0.449179638079
661871,0.27483
661872,0.315158419244
661873,0.428823339504
661874,0.435409351777
661875,0.275547334238
661876,0.383897808498
661877,0.415848408933
661878,0.440203435667
661879,0.442088617224
661880,0.425267898797
661881,0.467598757836
661882,0.423110921403
661883,0.46679950068
661884,0.47752203402
661885,0.427558095712
661886,0.3248265905
661887,0.340487438528
661888,0.453854360276
661889,0.463184276348
661890,0.433381979493
661891,0.467338894211
661892,0.447215791329
661893,0.416217559548
661894,0.456191870333
661895,0.46261913546
661896,0.464696140061
661897,0.464219287484
661898,0.340453035537
661899,0.350941763517
661900,0.452394097423
661901,0.461006281149
661902,0.471904570242
661903,0.468531051923
661904,0.475216445852
661905,0.466449084857
661906,0.463460193996
661907,0.460884949657
661908,0.481435157266
661909,0.460017326322
661910,0.470194753437
661911,0.458258069328
661912,0.459357643016
661913,0.438063653454
661914,0.439048178975
661915,0.0459126855812
661916,0.47133212059
661917,0.469894806212
661918,0.109805622776
661919,0.401228687838
661920,0.20182
661921,0.0833910189145
661922,0.42910113807
661923,0.389156842105
661924,0.427327987451
661925,0.404674118199
661926,0.452962631579
661927,0.332594210526
661928,0.379492587436
661929,0.145593687957
661930,0.471846294878
661931,0.453467573438
661932,0.471421292999
661933,0.461887775867
661934,0.471892659156
661935,0.466523558464
661936,0.435827760079
661937,0.476576516538
661938,0.469408927081
661939,0.474662547924
661940,0.403029041034
661941,0.459854468531
661942,0.445975670751
661943,0.43005335531
661944,0.439108726471
661946,0.36698
661947,0.2921
661948,0.07866
661949,0.095455
661950,0.18953
661951,0.42075854955
661952,0.444949413867
661953,0.458111683986
661954,0.475864362117
661955,0.467213872668
661956,0.09177
661957,0.433897086093
661958,0.472780113949
661959,0.482516954567
661960,0.434627480034
661961,0.463280192222
661962,0.475746579459
661963,0.471288659649
661964,0.471543087197
661965,0.476703444881
661966,0.443411485559
661967,0.45327669721
661968,0.47107963979
661969,0.466065214102
661970,0.465962987657
661971,0.468549861146
661972,0.466466646703
661973,0.473597183647
661974,0.466231528531
661975,0.469393997456
661976,0.463587067028
661977,0.465670998482
661978,0.472145797655
661979,0.466022859591
661980,0.465601326875
661981,0.468938222043
661982,0.474396307405
661983,0.44804216257
661984,0.484006512107
661985,0.456347804696
661986,0.425204107682
661987,0.465360928869
661988,0.436158052761
661989,0.384119785507
661990,0.465157555859
661991,0.471587709811
661992,0.464928660506
661993,0.458014986434
661994,0.463492234917
661995,0.46539192634
661996,0.466324700868
661997,0.422130653069
661998,0.448955680768
661999,0.47244954553
662000,0.465794491073
662001,0.467965329162
662002,0.471517282286
662003,0.467687660306
662004,0.464538960426
662005,0.470271776801
662006,0.453516676751
662007,0.437167072398
662008,0.463919784025
662009,0.413434163701
662010,0.468055005293
662011,0.452967614876
662012,0.467211206484
662013,0.464582688885
662014,0.470681324877
662015,0.469420004868
662016,0.463257135434
662017,0.142026633166
662018,0.472040859357
662019,0.447727976453
662020,0.46401918362
662021,0.48602496783
662022,0.463354164609
662023,0.481653965263
662024,0.460191455699
662025,0.469685145559
662026,0.475047058359
662027,0.469623871135
662028,0.459640981267
662029,0.449038318688
662030,0.434546768913
662031,0.387078302034
662032,0.464539366963
662033,0.451748631522
662034,0.481939678959
662035,0.46736693981
662036,0.475259639892
662037,0.483955746644
662038,0.467239649082
662039,0.468232718399
662040,0.472194117908
662041,0.445082941908
662042,0.430506331968
662043,0.46761835464
662044,0.486456549552
662045,0.473565327092
662046,0.406211638573
662047,0.469568643499
662048,0.465852252572
662049,0.471359460175
662050,0.473756008419
662051,0.319315099823
662052,0.281018995059
662053,0.259265103543
662054,0.417225528323
662055,0.284015993209
662056,0.435179787339
662057,0.46373292113
662058,0.450068212798
662059,0.432269164953
662060,0.374073474094
662061,0.419511539003
662062,0.426542081439
662063,0.459684294831
662064,0.377477319979
662065,0.428313515696
662066,0.436432197863
662067,0.454644550003
662068,0.455669618457
662069,0.464436162362
662070,0.41724
662071,0.462809825026
662072,0.436587217842
662073,0.443540964321
662074,0.486231687771
662075,0.258669837096
662076,0.458743902812
662077,0.473223193556
662078,0.465906876353
662079,0.477659324817
662080,0.473228262127
662081,0.455756598542
662083,0.361729476165
662084,0.418561141828
662085,0.441423611009
662086,0.452544484845
662087,0.43201295723
662088,0.444991698469
662089,0.436544466348
662090,0.447912852871
662091,0.222754966887
662092,0.417561898661
664152,0.443540964321
664228,0.403651366724
664230,0.424799669649
664235,0.413827071485
664293,0.448987553406
664295,0.301399292692
664304,0.474221616541
664345,0.465354608893
664364,0.31829516129
664399,0.456019897314
664402,0.465946469393
664446,0.40933059934
664447,0.378090040364
664448,0.384859121785
664461,0.44205
664462,0.47595
664496,0.29348088823
664501,0.214532290161
664504,0.192565115107
664539,0.404993108243
664612,0.438809714242
664614,0.349920544964
664627,0.430061276525
664646,0.464272646373
664654,0.476756341741
664662,0.471631690748
664663,0.432508745159
664691,0.300870562029
666910,0.461789026345
666911,0.448313789547
666912,0.465476968101
666913,0.459546880855
666914,0.446089649901
667041,0.472263140128
670344,0.476017323927
670345,0.460053430376
670346,0.46450657327
670347,0.457680375383
670418,0.48460194635
670484,0.457440217866
670800,0.425275186517
674303,0.464382346039
674305,0.458851461566
674308,0.477444451927
674311,0.480862544408
674312,0.48788
674313,0.468697525065
674316,0.469610577911
674330,0.474607273015
674331,0.274282894737
674333,0.469336617351
674336,0.474347022311
674338,0.45463885603
674345,0.477472790305
675751,0.469849469275
675765,0.464167794068
675766,0.464497068997
675767,0.464091725256
675768,0.448505017203
675769,0.445185012374
675770,0.463786963336
675772,0.453768163189
675780,0.467401917723
677003,0.470665480659
677004,0.406879215691
677007,0.419031470922
677069,0.466417901558
677071,0.475199607644
677076,0.467477091633
